Year,State,District,Production_Tonnes,National_Total_Tonnes,District_National_Share_Pct,State_Total_Tonnes,District_State_Share_Pct,State_National_Share_Pct,Avg_Latitude,Avg_Longitude,Avg_Temperature_C,Temperature_Level,Total_Rainfall_mm,Rainfall_Level,Avg_Humidity_pct,Humidity_Level,Production_Stress,Temperature_Stress,Rainfall_Stress,Humidity_Stress,Weather_Stress,Equipment_Breakdown_Risk_Percent,Equipment_Breakdown_Risk_Level,Year_Start,Expected_Production_Tonnes,Production_Shortfall_Percent,Production_Shortfall_Risk_Level
2015-16,Karnataka,Davanagere,11606.15,2166947,0.54,145623.0,7.97,6.72,14.47,75.92,25.55,Medium,665.5,Low,65.35,High,0.44029887634434917,0.0018043366575475643,0.11085553997194952,0.5801704105344693,0.23094342905465545,20.738196267894292,Medium,2015,10381.403333333334,0.0,Low
2016-17,Karnataka,Davanagere,20831.35,2395134,0.87,261372.0,7.97,10.91,14.47,75.92,25.37,Medium,711.0,Low,62.19,Medium,0.0,0.07168137448619011,0.13638148667601685,0.45778466305189774,0.22194917473803488,1.2576039392274736,Low,2016,13199.673333333334,0.0,Low
2017-18,Karnataka,Davanagere,23488.47,2589271,0.91,294711.0,7.97,11.38,14.47,75.92,25.38,Medium,860.2,Low,64.93,Medium,0.0,0.06759883497820549,0.2200841514726508,0.5639039504260267,0.28386231229229436,1.2754007109944483,Low,2017,16303.830000000002,0.0,Low
2018-19,Karnataka,Davanagere,22100.81,2917830,0.76,277300.0,7.97,9.5,14.47,75.92,25.6,Medium,893.4,Low,62.98,Medium,0.0,0.02221703419747502,0.23870967741935484,0.48838109992254064,0.2497692705131235,1.277141329871551,Low,2018,18641.99,0.0,Low
2019-20,Karnataka,Davanagere,18400.0,2874300,0.64,249200.0,7.38,8.67,14.47,75.92,25.7,Medium,1159.3,Medium,68.16,High,0.11266865625000749,0.06304242927732848,0.3878821879382889,0.6890007745933384,0.37997513060298527,7.034762795979203,Low,2019,22140.210000000003,16.893290533377968,Medium
2020-21,Karnataka,Davanagere,12621.0,4748071,0.27,273460.0,4.62,5.76,14.47,75.92,25.4,Medium,1284.9,Medium,67.51,High,0.3913582125288774,0.0594337559622348,0.4583450210378682,0.663826491092177,0.39386842269742667,20.670490370182705,Medium,2020,21329.76,40.82915138285663,High
2021-22,Karnataka,Davanagere,30286.32,380004,0.27,273460.0,4.62,5.76,14.47,75.92,25.4,Medium,1284.9,Medium,67.51,High,0.0,0.0594337559622348,0.4583450210378682,0.663826491092177,0.39386842269742667,1.9781829186458868,Low,2021,17707.27,0.0,Low
2022-23,Karnataka,Davanagere,27475.06,2826964,0.97,344731.0,7.97,12.19,14.47,75.92,24.94,Low,1179.4,Medium,66.0,High,0.0,0.2472305733295636,0.39915848527349235,0.6053446940356314,0.4172445842128958,1.8609137013007848,Low,2022,20435.773333333334,0.0,Low
2023-24,Karnataka,Davanagere,28298.04,3380889,0.84,355057.0,7.97,10.5,14.47,75.92,26.73,High,760.1,Low,61.19,Medium,0.0,0.4835439985998285,0.1639270687237027,0.41905499612703334,0.3555086878168548,1.634667704325434,Low,2023,23460.793333333335,0.0,Low
2024-25,Karnataka,Davanagere,31806.0,3800000,0.84,399071.54,7.97,10.5,14.47,75.92,25.77,Medium,1249.5,Medium,67.58,High,0.0,0.09162020583322662,0.4384852734922861,0.6665375677769172,0.39888101570080997,2.0146090229633624,Low,2024,28686.47333333333,0.0,Low
2025-26,Karnataka,Davanagere,32251.28,3853200,0.84,404658.53,7.97,10.5,14.47,75.92,24.81,Low,1158.4,Medium,68.65,High,0.0,0.3003035869333753,0.38737727910238434,0.7079783113865223,0.4652197258074273,1.9505749379853232,Low,2025,29193.033333333336,0.0,Low
2012-13,Karnataka,Tumakuru,1597.42,2342833,0.07,39540.0,4.04,1.69,13.34,77.1,23.75,Low,892.1,Low,65.95,High,0.8501272792399635,0.7330527747798307,0.2379803646563815,0.6034082106893883,0.5248137833752001,38.98140772535147,High,2012,,,Unknown
2013-14,Karnataka,Tumakuru,5838.93,2626291,0.22,144528.0,4.04,5.5,13.34,77.1,23.41,Low,928.6,Low,67.34,High,0.4521814391785504,0.8718591180513353,0.25845722300140256,0.6572424477149499,0.5958529295892293,21.059438727406906,Medium,2013,,,Unknown
2014-15,Karnataka,Tumakuru,8350.68,2369481,0.35,206700.0,4.04,8.72,13.34,77.1,23.81,Low,871.0,Low,66.55,High,0.21652468868774546,0.7085575377319185,0.22614305750350633,0.6266460108443067,0.5204488686932439,15.022743747827944,Medium,2014,3718.175,0.0,Low
2015-16,Karnataka,Tumakuru,5883.17,2166947,0.27,145623.0,4.04,6.72,13.34,77.1,23.87,Low,1148.0,Medium,69.79,High,0.4480307654882098,0.684062300684005,0.3815427769985975,0.7521301316808678,0.6059117364544901,21.316441856023648,Medium,2015,5262.343333333333,0.0,Low
2016-17,Karnataka,Tumakuru,10559.43,2395134,0.44,261372.0,4.04,10.91,13.34,77.1,24.16,Low,811.7,Low,62.67,Medium,0.009295924819300966,0.5656686549524278,0.19287517531556805,0.47637490317583286,0.4116395778146096,1.2433703992996132,Low,2016,6690.926666666666,0.0,Low
2017-18,Karnataka,Tumakuru,11906.32,2589271,0.46,294711.0,4.04,11.38,13.34,77.1,23.96,Low,967.9,Low,65.76,High,0.0,0.6473194451121361,0.2805049088359046,0.5960495739736641,0.5079579759739016,1.2124318914626975,Low,2017,8264.426666666666,0.0,Low
2018-19,Karnataka,Tumakuru,11202.92,2917830,0.38,277300.0,4.04,9.5,13.34,77.1,23.98,Low,920.0,Low,65.21,Medium,0.0,0.6391543660961655,0.25363253856942497,0.5747482571649882,0.4891783872768596,1.1067553680429334,Low,2018,9449.64,0.0,Low
2019-20,Karnataka,Tumakuru,9800.0,2874300,0.34,249200.0,3.93,8.67,13.34,77.1,24.38,Low,1103.3,Medium,67.99,High,0.08054696732959542,0.4758527857767488,0.3564656381486676,0.6824167312161115,0.5049117183805093,5.86346856477371,Low,2019,11222.89,12.67846339044577,Medium
2020-21,Karnataka,Tumakuru,7986.0,4748071,0.17,273460.0,2.92,5.76,13.34,77.1,23.55,Low,1284.4,Medium,70.12,High,0.25073960011164786,0.814703564939539,0.4580645161290323,0.7649109217660731,0.6792263342782148,15.814153463037346,Medium,2020,10969.746666666668,27.199777326975656,High
2021-22,Karnataka,Tumakuru,15352.16,2692408,0.57,380004.0,4.04,14.11,13.34,77.1,23.39,Low,1464.5,Medium,71.15,High,0.0,0.880024197067306,0.5591023842917251,0.8048024786986835,0.7479763533525715,1.7547224411004634,Low,2021,9662.973333333333,0.0,Low
2022-23,Karnataka,Tumakuru,13927.13,2826964,0.49,344731.0,4.04,12.19,13.34,77.1,23.13,Low,1214.0,Medium,68.97,High,0.0,0.9861702242749278,0.4185694249649369,0.7203718048024788,0.7083704846807812,1.4458667243096024,Low,2022,11046.053333333335,0.0,Low
2023-24,Karnataka,Tumakuru,14344.3,3380889,0.42,355057.0,4.04,10.5,13.34,77.1,24.69,Low,718.6,Low,64.62,Medium,0.0,0.3492940610291994,0.14064516129032262,0.5518977536793186,0.34727899199961354,1.191032144559972,Low,2023,12421.763333333334,0.0,Low
2024-25,Karnataka,Tumakuru,16122.49,3800000,0.42,399071.54,4.04,10.5,13.34,77.1,24.14,Low,1266.9,Medium,68.21,High,0.0,0.5738337339683985,0.4482468443197757,0.6909372579395816,0.5710059454092519,1.4973894922581694,Low,2024,14541.196666666665,0.0,Low
2025-26,Karnataka,Tumakuru,16348.2,3853200,0.42,404658.53,4.04,10.5,13.34,77.1,23.11,Low,1165.4,Medium,69.99,High,0.0,0.9943353032908986,0.39130434782608703,0.7598760650658404,0.7151719053942753,1.4450277097819026,Low,2025,14797.973333333333,0.0,Low
2012-13,Madhya Pradesh,Balaghat,501597.51,2342833,21.41,714730.0,70.18,30.51,21.81869,80.23573,25.95,Medium,1364.0,Medium,58.55,Low,0.2004077307734414,0.16510591697696428,0.5027208976157083,0.31680867544539115,0.3282118300126879,24.156316332946883,Medium,2012,,,Unknown
2013-14,Madhya Pradesh,Balaghat,558980.89,2626291,21.28,796496.0,70.18,30.33,21.81869,80.23573,25.53,Medium,1817.6,High,63.67,Medium,0.10893337909635689,0.006360742358423127,0.7571949509116409,0.5151045701006973,0.4262200877902538,20.996888875141586,Medium,2013,,,Unknown
2014-15,Madhya Pradesh,Balaghat,616176.19,2369481,26.0,877994.0,70.18,37.05,21.81869,80.23573,26.22,High,1040.4,Low,58.82,Low,0.017758844126887587,0.2753344836925708,0.3211781206171109,0.32726568551510465,0.30792609660826215,21.185320232087093,Medium,2014,530289.2,0.0,Low
2015-16,Madhya Pradesh,Balaghat,538123.4,2166947,24.83,766776.0,70.18,35.39,21.81869,80.23573,26.54,High,1339.1,Medium,61.21,Medium,0.1421821242096854,0.40597574794810476,0.4887517531556802,0.41982958946553073,0.4381856968564386,22.700653692265476,Medium,2015,558918.1966666667,3.7205438632495347,Medium
2016-17,Madhya Pradesh,Balaghat,456391.77,2395134,19.05,650316.0,70.18,27.15,21.81869,80.23573,26.24,High,1486.9,High,58.38,Low,0.272469811441796,0.2834995627085415,0.5716690042075737,0.3102246320681644,0.38846439966142654,26.69930122468622,High,2016,571093.4933333333,20.084578912613292,Medium
2017-18,Madhya Pradesh,Balaghat,583440.03,2589271,22.53,831348.0,70.18,32.11,21.81869,80.23573,26.34,High,1448.9,Medium,57.44,Low,0.06994327474769277,0.3243249577883964,0.550350631136045,0.2738187451587916,0.382831444694411,20.902124521584863,Medium,2017,536897.12,0.0,Low
2018-19,Madhya Pradesh,Balaghat,712439.29,2917830,24.42,1015160.0,70.18,34.79,21.81869,80.23573,25.76,Medium,1506.2,High,59.48,Low,0.0,0.087537666325242,0.5824964936886396,0.3528272656855151,0.34095380856646557,20.999377193011615,Medium,2018,525985.0666666668,0.0,Low
2019-20,Madhya Pradesh,Balaghat,685920.0,2874300,23.86,965580.0,71.04,33.59,21.81869375,80.23572625,25.9,Medium,1907.8,High,65.25,Medium,0.0,0.14469321943703684,0.8077980364656382,0.576297443841983,0.5095962332482193,21.158574805383395,Medium,2019,584090.3633333334,0.0,Low
2020-21,Madhya Pradesh,Balaghat,568448.0,4748071,11.97,940991.0,60.41,19.82,21.81869375,80.23572625,25.85,Medium,1713.9,High,62.02,Medium,0.09384194060832007,0.12428052189711083,0.6990182328190744,0.451200619674671,0.42483312479695207,21.141139845948658,Medium,2020,660599.7733333333,13.949713132407371,Medium
2021-22,Madhya Pradesh,Balaghat,593267.33,2692408,22.03,845351.0,70.18,31.4,21.81869,80.23573,25.34,Medium,1436.9,Medium,63.79,Medium,0.05427766048383786,0.08392899301014688,0.5436185133239833,0.519752130131681,0.3824332121552703,20.429334856283727,Medium,2021,655602.43,9.508064208974956,Medium
2022-23,Madhya Pradesh,Balaghat,600652.37,2826964,21.25,855874.0,70.18,30.28,21.81869,80.23573,26.05,Medium,1759.3,High,59.42,Low,0.042505231844929874,0.2059313120568192,0.7244880785413745,0.3505034856700234,0.4269742920894057,20.10235669946768,Medium,2022,615878.4433333334,2.4722530067662265,Medium
2023-24,Madhya Pradesh,Balaghat,725256.96,3380889,21.45,1033424.0,70.18,30.57,21.81869,80.23573,25.77,Medium,1749.6,High,63.07,Medium,0.0,0.09162020583322662,0.7190462833099578,0.49186676994577855,0.4341777530296543,20.95893969605707,Medium,2023,587455.9,0.0,Low
2024-25,Madhya Pradesh,Balaghat,815163.24,3800000,21.45,1161532.12,70.18,30.57,21.81869,80.23573,26.1,Medium,1881.9,High,62.33,Medium,0.0,0.22634400959674666,0.7932678821879383,0.4632068164213788,0.49427290273535457,21.52161113097299,Medium,2024,639725.5533333333,0.0,Low
2025-26,Madhya Pradesh,Balaghat,826575.53,3853200,21.45,1177793.57,70.18,30.57,21.81869,80.23573,25.66,Medium,1733.0,High,61.25,Medium,0.0,0.04671227124538709,0.7097335203366059,0.4213787761425253,0.3926081892415061,21.391905197233196,Medium,2025,713690.8566666668,0.0,Low
2012-13,Madhya Pradesh,Chhindwara,36737.12,2342833,1.57,714730.0,5.14,30.51,22.06,78.94,24.38,Low,1234.3,Medium,56.13,Low,0.21759842392655848,0.4758527857767488,0.42995792426367463,0.22308288148721941,0.3762978638425476,15.4805645684079,Medium,2012,,,Unknown
2013-14,Madhya Pradesh,Chhindwara,40939.89,2626291,1.56,796496.0,5.14,30.33,22.06,78.94,23.72,Low,1681.1,High,63.29,Medium,0.12809075778740073,0.7453003933037874,0.6806171107994389,0.5003872966692487,0.6421016002574916,8.332309014049853,Low,2013,,,Unknown
2014-15,Madhya Pradesh,Chhindwara,45128.89,2369481,1.9,877994.0,5.14,37.05,22.06,78.94,24.48,Low,911.6,Low,57.96,Low,0.038876355510585166,0.43502739069689383,0.24892005610098178,0.2939581719597213,0.32596853958586564,3.481570696593378,Low,2014,38838.505000000005,0.0,Low
2015-16,Madhya Pradesh,Chhindwara,39412.29,2166947,1.82,766776.0,5.14,35.39,22.06,78.94,24.68,Low,963.7,Low,59.6,Low,0.16062451785378012,0.3533766005371855,0.27814866760168305,0.35747482571649897,0.3296666979517892,9.145646217748748,Low,2015,40935.299999999996,3.7205297139632414,Medium
2016-17,Madhya Pradesh,Chhindwara,33426.24,2395134,1.4,650316.0,5.14,27.15,22.06,78.94,24.33,Low,1415.6,Medium,58.19,Low,0.28811123849095654,0.4962654833166762,0.5316690042075736,0.30286599535243997,0.4436001609588966,17.88034937110265,Medium,2016,41827.02333333334,20.084583276186613,Medium
2017-18,Madhya Pradesh,Chhindwara,42731.29,2589271,1.65,831348.0,5.14,32.11,22.06,78.94,24.22,Low,887.8,Low,57.74,Low,0.08993876918900313,0.5411734179045158,0.23556802244039268,0.28543764523625115,0.3540596951937198,7.03349855055726,Low,2017,39322.47333333333,0.0,Low
2018-19,Madhya Pradesh,Chhindwara,52179.22,2917830,1.79,1015160.0,5.14,34.79,22.06,78.94,23.6,Low,918.8,Low,59.49,Low,0.0,0.7942908673996115,0.2529593267882188,0.3532145623547639,0.4668215855141981,2.2214931672724783,Low,2018,38523.27333333334,0.0,Low
